Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Line],Characteristics [Organism Part],Term Source 2 REF,Term Source 2 Accession,Assay Name,Experimental Condition [stretch duration],Experimental Condition [Nocodazole or DMSO],Comment [Gene Identifier],Comment [Gene Symbol],Comment [Gene Annotation Comments],Folder Name,Image File,Comment [Image File Path],Comment [Image File Comments],Comment [Image File Type],Channels,Protocol REF,Processed Data File
Noc 30min Actin,ExperimentB_No24_Noc_15_30min__038.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No24_Noc_15_30min__038.czi,30min,Nocodazole,,,,Chamber_15,ExperimentB_No24_Noc_15_30min__038.czi,ImagesOfExperimentA,(XYZC) = 1488 x 1488 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
Noc 30min Actin,ExperimentB_No24_Noc_15_30min__039.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No24_Noc_15_30min__039.czi,30min,Nocodazole,,,,Chamber_15,ExperimentB_No24_Noc_15_30min__039.czi,ImagesOfExperimentA,(XYZC) = 1488 x 1488 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
Noc 30min Actin,ExperimentB_No24_Noc_15_30min__040.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No24_Noc_15_30min__040.czi,30min,Nocodazole,,,,Chamber_15,ExperimentB_No24_Noc_15_30min__040.czi,ImagesOfExperimentA,(XYZC) = 1488 x 1488 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
Noc 30min Actin,ExperimentB_No24_Noc_15_30min__041.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No24_Noc_15_30min__041.czi,30min,Nocodazole,,,,Chamber_15,ExperimentB_No24_Noc_15_30min__041.czi,ImagesOfExperimentA,(XYZC) = 1488 x 1488 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
Noc 30min Actin,ExperimentB_No24_Noc_15_30min__042.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No24_Noc_15_30min__042.czi,30min,Nocodazole,,,,Chamber_15,ExperimentB_No24_Noc_15_30min__042.czi,ImagesOfExperimentA,(XYZC) = 1488 x 1488 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
Noc 30min Actin,ExperimentB_No24_Noc_15_30min__043.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No24_Noc_15_30min__043.czi,30min,Nocodazole,,,,Chamber_15,ExperimentB_No24_Noc_15_30min__043.czi,ImagesOfExperimentA,(XYZC) = 1488 x 1488 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
DMSO 5min Actin,ExperimentB_No25_DMSO_26_5min__001.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No25_DMSO_26_5min__001.czi,5min,DMSO,,,,Chamber_26,ExperimentB_No25_DMSO_26_5min__001.czi,ImagesOfExperimentA,(XYZC) = 1488 x 1488 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
DMSO 5min Actin,ExperimentB_No25_DMSO_26_5min__002.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No25_DMSO_26_5min__002.czi,5min,DMSO,,,,Chamber_26,ExperimentB_No25_DMSO_26_5min__002.czi,ImagesOfExperimentA,(XYZC) = 1488 x 1488 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
DMSO 5min Actin,ExperimentB_No25_DMSO_26_5min__003.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No25_DMSO_26_5min__003.czi,5min,DMSO,,,,Chamber_26,ExperimentB_No25_DMSO_26_5min__003.czi,ImagesOfExperimentA,(XYZC) = 1488 x 1488 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
DMSO 5min Actin,ExperimentB_No25_DMSO_26_5min__004.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No25_DMSO_26_5min__004.czi,5min,DMSO,,,,Chamber_26,ExperimentB_No25_DMSO_26_5min__004.czi,ImagesOfExperimentA,(XYZC) = 1488 x 1488 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
DMSO 5min Actin,ExperimentB_No25_DMSO_26_5min__005.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No25_DMSO_26_5min__005.czi,5min,DMSO,,,,Chamber_26,ExperimentB_No25_DMSO_26_5min__005.czi,ImagesOfExperimentA,(XYZC) = 1488 x 1488 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
DMSO 5min Actin,ExperimentB_No25_DMSO_26_5min__006.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No25_DMSO_26_5min__006.czi,5min,DMSO,,,,Chamber_26,ExperimentB_No25_DMSO_26_5min__006.czi,ImagesOfExperimentA,(XYZC) = 1488 x 1488 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
DMSO 5min Actin,ExperimentB_No25_DMSO_26_5min__007.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No25_DMSO_26_5min__007.czi,5min,DMSO,,,,Chamber_26,ExperimentB_No25_DMSO_26_5min__007.czi,ImagesOfExperimentA,(XYZC) = 1488 x 1488 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
DMSO 5min Actin,ExperimentB_No25_DMSO_26_5min__008.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No25_DMSO_26_5min__008.czi,5min,DMSO,,,,Chamber_26,ExperimentB_No25_DMSO_26_5min__008.czi,ImagesOfExperimentA,(XYZC) = 1488 x 1488 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
DMSO 5min Actin,ExperimentB_No25_DMSO_26_5min__009.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No25_DMSO_26_5min__009.czi,5min,DMSO,,,,Chamber_26,ExperimentB_No25_DMSO_26_5min__009.czi,ImagesOfExperimentA,(XYZC) = 1488 x 1488 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
DMSO 5min Actin,ExperimentB_No25_DMSO_26_5min__010.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No25_DMSO_26_5min__010.czi,5min,DMSO,,,,Chamber_26,ExperimentB_No25_DMSO_26_5min__010.czi,ImagesOfExperimentA,(XYZC) = 1488 x 1488 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
DMSO 5min Actin,ExperimentB_No25_DMSO_26_5min__011.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No25_DMSO_26_5min__011.czi,5min,DMSO,,,,Chamber_26,ExperimentB_No25_DMSO_26_5min__011.czi,ImagesOfExperimentA,(XYZC) = 512 x 512 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
DMSO 5min Actin,ExperimentB_No25_DMSO_26_5min__012.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No25_DMSO_26_5min__012.czi,5min,DMSO,,,,Chamber_26,ExperimentB_No25_DMSO_26_5min__012.czi,ImagesOfExperimentA,(XYZC) = 512 x 512 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
DMSO 5min Actin,ExperimentB_No25_DMSO_26_5min__013.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No25_DMSO_26_5min__013.czi,5min,DMSO,,,,Chamber_26,ExperimentB_No25_DMSO_26_5min__013.czi,ImagesOfExperimentA,(XYZC) = 1488 x 1488 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
DMSO 5min Actin,ExperimentB_No25_DMSO_26_5min__014.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No25_DMSO_26_5min__014.czi,5min,DMSO,,,,Chamber_26,ExperimentB_No25_DMSO_26_5min__014.czi,ImagesOfExperimentA,(XYZC) = 1488 x 1488 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
DMSO 5min Actin,ExperimentB_No25_DMSO_26_5min__015.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No25_DMSO_26_5min__015.czi,5min,DMSO,,,,Chamber_26,ExperimentB_No25_DMSO_26_5min__015.czi,ImagesOfExperimentA,(XYZC) = 1488 x 1488 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
DMSO 5min Actin,ExperimentB_No25_DMSO_26_5min__016.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No25_DMSO_26_5min__016.czi,5min,DMSO,,,,Chamber_26,ExperimentB_No25_DMSO_26_5min__016.czi,ImagesOfExperimentA,(XYZC) = 1488 x 1488 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
DMSO 5min Actin,ExperimentB_No25_DMSO_26_5min__017.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No25_DMSO_26_5min__017.czi,5min,DMSO,,,,Chamber_26,ExperimentB_No25_DMSO_26_5min__017.czi,ImagesOfExperimentA,(XYZC) = 1488 x 1488 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
DMSO 5min Actin,ExperimentB_No25_DMSO_26_5min__018.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No25_DMSO_26_5min__018.czi,5min,DMSO,,,,Chamber_26,ExperimentB_No25_DMSO_26_5min__018.czi,ImagesOfExperimentA,(XYZC) = 1488 x 1488 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
DMSO 5min Actin,ExperimentB_No25_DMSO_26_5min__019.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No25_DMSO_26_5min__019.czi,5min,DMSO,,,,Chamber_26,ExperimentB_No25_DMSO_26_5min__019.czi,ImagesOfExperimentA,(XYZC) = 1488 x 1488 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
DMSO 5min Actin,ExperimentB_No25_DMSO_26_5min__020.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No25_DMSO_26_5min__020.czi,5min,DMSO,,,,Chamber_26,ExperimentB_No25_DMSO_26_5min__020.czi,ImagesOfExperimentA,(XYZC) = 1488 x 1488 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
DMSO 5min Actin,ExperimentB_No25_DMSO_26_5min__021.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No25_DMSO_26_5min__021.czi,5min,DMSO,,,,Chamber_26,ExperimentB_No25_DMSO_26_5min__021.czi,ImagesOfExperimentA,(XYZC) = 1488 x 1488 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
DMSO 5min Actin,ExperimentB_No25_DMSO_26_5min__022.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No25_DMSO_26_5min__022.czi,5min,DMSO,,,,Chamber_26,ExperimentB_No25_DMSO_26_5min__022.czi,ImagesOfExperimentA,(XYZC) = 1488 x 1488 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
DMSO 5min Actin,ExperimentB_No25_DMSO_26_5min__023.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No25_DMSO_26_5min__023.czi,5min,DMSO,,,,Chamber_26,ExperimentB_No25_DMSO_26_5min__023.czi,ImagesOfExperimentA,(XYZC) = 1488 x 1488 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
DMSO 5min Actin,ExperimentB_No25_DMSO_26_5min__024.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No25_DMSO_26_5min__024.czi,5min,DMSO,,,,Chamber_26,ExperimentB_No25_DMSO_26_5min__024.czi,ImagesOfExperimentA,(XYZC) = 1488 x 1488 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
DMSO 5min Actin,ExperimentB_No25_DMSO_26_5min__025.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No25_DMSO_26_5min__025.czi,5min,DMSO,,,,Chamber_26,ExperimentB_No25_DMSO_26_5min__025.czi,ImagesOfExperimentA,(XYZC) = 1488 x 1488 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
DMSO 5min Actin,ExperimentB_No25_DMSO_26_5min__026.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No25_DMSO_26_5min__026.czi,5min,DMSO,,,,Chamber_26,ExperimentB_No25_DMSO_26_5min__026.czi,ImagesOfExperimentA,(XYZC) = 1488 x 1488 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
DMSO 5min Actin,ExperimentB_No25_DMSO_26_5min__027.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No25_DMSO_26_5min__027.czi,5min,DMSO,,,,Chamber_26,ExperimentB_No25_DMSO_26_5min__027.czi,ImagesOfExperimentA,(XYZC) = 1488 x 1488 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
DMSO 5min Actin,ExperimentB_No25_DMSO_26_5min__028.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No25_DMSO_26_5min__028.czi,5min,DMSO,,,,Chamber_26,ExperimentB_No25_DMSO_26_5min__028.czi,ImagesOfExperimentA,(XYZC) = 1488 x 1488 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
DMSO 5min Actin,ExperimentB_No25_DMSO_26_5min__029.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No25_DMSO_26_5min__029.czi,5min,DMSO,,,,Chamber_26,ExperimentB_No25_DMSO_26_5min__029.czi,ImagesOfExperimentA,(XYZC) = 1488 x 1488 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
DMSO 5min Actin,ExperimentB_No25_DMSO_26_5min__030.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No25_DMSO_26_5min__030.czi,5min,DMSO,,,,Chamber_26,ExperimentB_No25_DMSO_26_5min__030.czi,ImagesOfExperimentA,(XYZC) = 512 x 512 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
DMSO 5min Actin,ExperimentB_No25_DMSO_26_5min__031.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No25_DMSO_26_5min__031.czi,5min,DMSO,,,,Chamber_26,ExperimentB_No25_DMSO_26_5min__031.czi,ImagesOfExperimentA,(XYZC) = 1488 x 1488 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
DMSO 5min Actin,ExperimentB_No25_DMSO_26_5min__032.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No25_DMSO_26_5min__032.czi,5min,DMSO,,,,Chamber_26,ExperimentB_No25_DMSO_26_5min__032.czi,ImagesOfExperimentA,(XYZC) = 1488 x 1488 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
DMSO 5min Actin,ExperimentB_No25_DMSO_26_5min__033.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No25_DMSO_26_5min__033.czi,5min,DMSO,,,,Chamber_26,ExperimentB_No25_DMSO_26_5min__033.czi,ImagesOfExperimentA,(XYZC) = 1488 x 1488 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
DMSO 5min Actin,ExperimentB_No25_DMSO_26_5min__034.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No25_DMSO_26_5min__034.czi,5min,DMSO,,,,Chamber_26,ExperimentB_No25_DMSO_26_5min__034.czi,ImagesOfExperimentA,(XYZC) = 1488 x 1488 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
DMSO 5min Actin,ExperimentB_No25_DMSO_26_5min__035.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No25_DMSO_26_5min__035.czi,5min,DMSO,,,,Chamber_26,ExperimentB_No25_DMSO_26_5min__035.czi,ImagesOfExperimentA,(XYZC) = 1488 x 1488 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
DMSO 5min Actin,ExperimentB_No25_DMSO_26_5min__036.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No25_DMSO_26_5min__036.czi,5min,DMSO,,,,Chamber_26,ExperimentB_No25_DMSO_26_5min__036.czi,ImagesOfExperimentA,(XYZC) = 1488 x 1488 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
DMSO 5min Actin,ExperimentB_No25_DMSO_26_5min__037.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No25_DMSO_26_5min__037.czi,5min,DMSO,,,,Chamber_26,ExperimentB_No25_DMSO_26_5min__037.czi,ImagesOfExperimentA,(XYZC) = 1488 x 1488 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
DMSO 5min Actin,ExperimentB_No26_DMSO_27_5min__001.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No26_DMSO_27_5min__001.czi,5min,DMSO,,,,Chamber_27,ExperimentB_No26_DMSO_27_5min__001.czi,ImagesOfExperimentA,(XYZC) = 1488 x 1488 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
DMSO 5min Actin,ExperimentB_No26_DMSO_27_5min__002.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No26_DMSO_27_5min__002.czi,5min,DMSO,,,,Chamber_27,ExperimentB_No26_DMSO_27_5min__002.czi,ImagesOfExperimentA,(XYZC) = 1488 x 1488 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
DMSO 5min Actin,ExperimentB_No26_DMSO_27_5min__003.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No26_DMSO_27_5min__003.czi,5min,DMSO,,,,Chamber_27,ExperimentB_No26_DMSO_27_5min__003.czi,ImagesOfExperimentA,(XYZC) = 1488 x 1488 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
DMSO 5min Actin,ExperimentB_No26_DMSO_27_5min__004.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No26_DMSO_27_5min__004.czi,5min,DMSO,,,,Chamber_27,ExperimentB_No26_DMSO_27_5min__004.czi,ImagesOfExperimentA,(XYZC) = 1488 x 1488 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
DMSO 5min Actin,ExperimentB_No26_DMSO_27_5min__005.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No26_DMSO_27_5min__005.czi,5min,DMSO,,,,Chamber_27,ExperimentB_No26_DMSO_27_5min__005.czi,ImagesOfExperimentA,(XYZC) = 1488 x 1488 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
DMSO 5min Actin,ExperimentB_No26_DMSO_27_5min__006.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No26_DMSO_27_5min__006.czi,5min,DMSO,,,,Chamber_27,ExperimentB_No26_DMSO_27_5min__006.czi,ImagesOfExperimentA,(XYZC) = 1488 x 1488 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
DMSO 5min Actin,ExperimentB_No26_DMSO_27_5min__007.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No26_DMSO_27_5min__007.czi,5min,DMSO,,,,Chamber_27,ExperimentB_No26_DMSO_27_5min__007.czi,ImagesOfExperimentA,(XYZC) = 1488 x 1488 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
DMSO 5min Actin,ExperimentB_No26_DMSO_27_5min__008.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No26_DMSO_27_5min__008.czi,5min,DMSO,,,,Chamber_27,ExperimentB_No26_DMSO_27_5min__008.czi,ImagesOfExperimentA,(XYZC) = 1488 x 1488 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
DMSO 5min Actin,ExperimentB_No26_DMSO_27_5min__009.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No26_DMSO_27_5min__009.czi,5min,DMSO,,,,Chamber_27,ExperimentB_No26_DMSO_27_5min__009.czi,ImagesOfExperimentA,(XYZC) = 1488 x 1488 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
DMSO 5min Actin,ExperimentB_No26_DMSO_27_5min__010.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No26_DMSO_27_5min__010.czi,5min,DMSO,,,,Chamber_27,ExperimentB_No26_DMSO_27_5min__010.czi,ImagesOfExperimentA,(XYZC) = 1488 x 1488 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
DMSO 5min Actin,ExperimentB_No26_DMSO_27_5min__011.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No26_DMSO_27_5min__011.czi,5min,DMSO,,,,Chamber_27,ExperimentB_No26_DMSO_27_5min__011.czi,ImagesOfExperimentA,(XYZC) = 1488 x 1488 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
DMSO 5min Actin,ExperimentB_No26_DMSO_27_5min__012.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No26_DMSO_27_5min__012.czi,5min,DMSO,,,,Chamber_27,ExperimentB_No26_DMSO_27_5min__012.czi,ImagesOfExperimentA,(XYZC) = 1488 x 1488 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
DMSO 5min Actin,ExperimentB_No26_DMSO_27_5min__013.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No26_DMSO_27_5min__013.czi,5min,DMSO,,,,Chamber_27,ExperimentB_No26_DMSO_27_5min__013.czi,ImagesOfExperimentA,(XYZC) = 1488 x 1488 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
DMSO 5min Actin,ExperimentB_No26_DMSO_27_5min__014.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No26_DMSO_27_5min__014.czi,5min,DMSO,,,,Chamber_27,ExperimentB_No26_DMSO_27_5min__014.czi,ImagesOfExperimentA,(XYZC) = 1488 x 1488 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
DMSO 5min Actin,ExperimentB_No26_DMSO_27_5min__015.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No26_DMSO_27_5min__015.czi,5min,DMSO,,,,Chamber_27,ExperimentB_No26_DMSO_27_5min__015.czi,ImagesOfExperimentA,(XYZC) = 1488 x 1488 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
DMSO 5min Actin,ExperimentB_No26_DMSO_27_5min__016.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No26_DMSO_27_5min__016.czi,5min,DMSO,,,,Chamber_27,ExperimentB_No26_DMSO_27_5min__016.czi,ImagesOfExperimentA,(XYZC) = 1488 x 1488 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
DMSO 5min Actin,ExperimentB_No26_DMSO_27_5min__017.czi,Homo Sapiens,NCBITaxon,,Primary human umbilical vein endothelial cells (HUVEC),umbilical cord,EFO,,ExperimentB_No26_DMSO_27_5min__017.czi,5min,DMSO,,,,Chamber_27,ExperimentB_No26_DMSO_27_5min__017.czi,ImagesOfExperimentA,(XYZC) = 1488 x 1488 x 1 x 3,raw,"Ch1: Actin, Ch2: Cell, Ch3: Microtubules",,
